First name,Last name,Bio,Link,Contributed Book,Contributed Web,Other
Doyle,Canning,"Doyle Canning was struck by a tear gas canister in the streets of Seattle in 1999, and has never been the same since. She is a creative strategist with a deep commitment to building broad-based movements for social justice and an ecological future. Doyle is co-director of smartMeme.org, a national strategy center. She delivers training, coaching, facilitation and framing to high-impact networks who are taking on greedy corporations, corrupt politicians, racist laws and polluting policies. Doyle is co-author of Re:Imagining Change with Patrick Reinsborough. She lives with her husband in Boston, where she enjoys practicing yoga, cooking, and making music.",,1
Samantha,Corbin,"Samantha Corbin is actions director for The Other 98% and national coordinator of the US Uncut network, as well as a non-violent direct action trainer with The Ruckus Society and a founding member of the New York Action Network. She has coordinated scores of affinity group actions including banner hangs, blockades, and street theater actions; led several large-scale actions including the 5,000-strong Powershift 2011; and developed and delivered countless trainings in creative non-violent direct action, affinity group organizing, strategic planning, scouting, and high tech action. Throughout the fall of 2011, she has been organizing and training with Occupy Wall Street. Sam is based in New York City.",,1
Yutaka,Dirks,"Yutaka Dirks is a tenant and community organizer and writer living in Toronto, Ontario, Canada. He has been active in anti-poverty, workers rights and international solidarity movements, as well as offering legal support to social justice movements through the Movement Defence Committee of the Law Union of Ontario. His writing has appeared in Upping the Anti and Briarpatch Magazine as well as Alfred Hitchcock’s Mystery Magazine.",,1
Steve,Duncombe,"Stephen Duncombe teaches the history and politics of media at New York University. He is the author or editor of six books, including Dream: Re-Imagining Progressive Politics in an Age of Fantasy and the Cultural Resistance Reader.  Duncombe is a life-long political activist, co-founding a community based advocacy group in the Lower East Side of Manhattan and working as an organizer for the NYC chapter of the international direct action group, Reclaim the Streets.  He co-created the  School for Creative Activism in 2011 and is presently co-director of the Center for Artistic Activism www.artisticactivism.org He can be found at www.stephenduncombe.com",www.stephenduncombe.com,1
Mark,Engler,Mark Engler is a senior analyst with Foreign Policy in Focus and author of How to Rule the World: The Coming Battle Over the Global Economy (Nation Books). He can be reached via the website http://www.DemocracyUprising.com.,http://www.DemocracyUprising.com,1
Simon,Enoch,"Simon Enoch is director of the Saskatchewan Office of the Canadian Centre for Policy Alternatives. He holds a PhD in Communication and Culture from Ryerson University in Toronto. Simon has previously published in Foucault Studies, Cultural Logic, Capitalism, Nature, Socialism and Socialist Studies. He can be reached at simon@policyalternatives.ca More here: http://www.policyalternatives.ca/offices/saskatchewan",http://www.policyalternatives.ca/offices/saskatchewan,1
Jodie,Evans,"Jodie Evans has been a peace, environmental, women’s rights and social justice activist for forty years.  She has traveled to war zones, promoting and learning about peaceful resolution to conflict.  She served in the administration of California Governor Jerry Brown and ran his presidential campaigns.  She published two books, Stop the Next War Now and Twilight of Empire, and produced several documentary films, including the Oscar and Emmy-nominated “The Most Dangerous Man in America” and “The People Speak.” Jodie co-founded CODEPINK: Women for Peace, is the board chair of Women’s Media Center and sits on many other boards, including Rainforest Action Network, Institute for Policy Studies, and Drug Policy Alliance.",codepink.org,1
John,Ewing,"John Ewing is a new media artist merging public art with activism and education. He worked for two years in El Salvador, using the arts to organize and inspire dialogue about human rights. Recent projects include Virtual Street Corners (www.virtualcorners.net), winner of the Knight News Challenge Award and selected by Americans for the Arts as one of the most significant public art projects of 2010.  He was a co-founder of Ghana Thinktank (www.ghanathinktank.org) , a collaborative, decade-long project that was a finalist for the Cartier Award. Ewing has a BFA from Cornell and an MFA from Rhode Island School of Design.",,1
Bryan,Farrell,"Bryan Farrell is an editor for Waging Nonviolence, a blog that documents the many ways people affect positive change around the world every day. His work has also appeared in The Guardian, The Nation, Mother Jones, Slate, and Grist.",,1
Janice,Fine,"Janice Fine is associate professor of labor studies and employment relations at the School of Management and Labor Relations, Rutgers University where she teaches and writes about low wage immigrant labor in the U.S., historical and contemporary debates regarding federal immigration policy, dilemmas of labor standards enforcement and innovative union and community organizing strategies. She is the author of Worker Centers: Organizing Communities at the Edge of the Dream (2006) published by Cornell University Press and the Economic Policy Institute. Before becoming a professor, Fine worked as a community, labor, coalition and electoral organizer for more than twenty-five years.",,1
Lisa,Fithian,"Lisa Fithian has organized since 1975, weaving together strategic creative nonviolent actions, anti-oppression work and sustainable practices in student, environmental justice, workers rights and peace and global justice struggles.  Whether it was shutting down the CIA, White House, Supreme Court or the WTO or working on Justice of Janitors, Camp Casey, Common Ground Relief or Wall Street banks, Lisa has supported tens of thousands of people in accessing their power and gaining the experience and skills they need to fight for justice, no matter how great or small the cause. Her website organizingforpower.org chronicles much of her work and offers great resources.",organizingforpower.org,1
Cristian,Fleming,"Cristian Fleming is a graphic designer, creative strategist, mischief enthusiast, and founder of The Public Society, an ethically grounded branding and design company based in Brooklyn, NY. He also works often with activist groups like The Yes Men to make stuff happen in the service of making the world a little better.",,1
Elisabeth,Ginsberg,"Elisabeth Ginsberg holds a master's in cultural studies and journalism from NYU. Being an over-educated Dane, she just finished her second Master’s degree, this time from the University of Copenhagen. In an attempt not to dry out completely, she wrote her thesis on Jon Stewart and Stephen Colbert. She lives in Copenhagen, always in close proximity to her Mac.",,1
Stan,Goff,"Stan Goff spent over two decades in the U.S. Army, mostly special operations, from 1970-1996. He has worked as Organizing Director for Democracy South, a 12-state coalition working on money and politics (1996-2001), and as an Organizational Development Consultant with Iraq Veterans Against the War (2004-2006). Married, with four grown children and four grandchildren, he is the author of four books including Hideous Dream: A Soldier's Memoir of the US Invasion of Haiti (Soft Skull Press, 2001) and Sex & War (Lulu Press, 2006). He blogs at feralscholar.org.",feralscholar.org,1
Arun,Gupta,Arun Gupta is a founding editor of The Indypendent.,,1
Silas,Harrebye,Silas Harrebye is finishing up a PhD on creative activism and its potential to facilitate new forms of democratic participation. He has a master’s degree in political philosophy and international development. Today the consultancy skills that he acquired as a project manager in Africa and Eastern Europe are used to advance social entrepreneurship. Silas writes for international journals and is frequently used by the Danish media to comment on the implications of social movements around the world. He lectures widely on the same topic. He currently lives in Copenhagen with his partner and their two kids. Write him (silas@ruc.dk) or google his name to find his profile.,,1
Judith,Helfand,"Judith Helfand, a Peabody Award-winning filmmaker, is best known for her ability to take the dark, cynical worlds of chemical exposure, heedless corporate behavior and environmental injustice and make them personal, resonant, highly charged and entertaining. Her films include “A Healthy Baby Girl,” its sequel “Blue Vinyl” (co-directed with Daniel B. Gold) and “Everything’s Cool” (also co-directed with Gold). Educator, “field explorer” and social entrepreneur, Judith co-founded both Working Films and Chicken & Egg Pictures.",workingfilms.org,1
Daniel,Hunter,"Daniel Hunter is a trainer and organizer with Training for Change, which practices a direct education style rooted in popular education, helping each person find their own wisdom and strategic brilliance. He has trained thousands of activists including ethnic minorities in Burma/Myanmar, pastors in Sierra Leone, independence activists in northeast India, environmentalists in Australia, and Indonesian religious leaders. As an organizer, he recently pioneered a successful nonviolent direct action campaign to halt a politically-connected $560 million casino development project — and has led direct action campaigns with local community groups, national unions, and broad coalitions. His home is west Philadelphia.",,1
John,"Jordan
","John Jordan was co-founder of Reclaim the Streets (1995-2001) and now works with the Laboratory of Insurrectionary Imagination, a collective that merges art, activism and permaculture. He loves to apply creativity to social movements such as Climate Camps and has invented various new direct action methodologies such as the Rebel Clown Army. Co-author of We Are Everywhere: The Irresistible Rise of Global Anti-capitalism (Verso), he has just brought out a new book-film with Isabelle Fremeaux exploring Europe’s utopian communities, Les sentiers de l’utopie (Editions Zones/La Découverte). Balancing on the tightrope between art and activism, creativity and resistance, is where he’s most at home.",,1
Dmytri,Kleiner,"Dmytri Kleiner is the author of  The Telekommunist Manifesto, and a contributing artist to the “Miscommunication Technologies” continuing series of artworks in collaboration with the Telekommunisten Network. “Miscommunication Technologies” address the social relations embedded in communications technologies by creating platforms that don’t quite work as expected, or work in unexpected ways. Most recently, Dmytri has started an initiative to create an International Debtors’ Party. He can be followed at http://dmytri.info",http://dmytri.info,1
Sally,Kohn,"Sally Kohn makes the world safe for radical ideas. As a veteran community organizer turned political commentator, Sally makes complex political issues accessible for everyday audiences. Sally is a grassroots strategist actively engaged in movement building for equality and justice. She is a regular on Fox News and MSNBC. Her writing has appeared in the Washington Post, USA Today, CNN.com, FoxNews.com, Reuters, The Guardian and the American Prospect, among other outlets. You can find her at sallykohn.com",sallykohn.com,1
Steve,Lambert,"Steve Lambert’s father, a former Franciscan monk, and mother, an ex-Dominican nun, imbued in him the values of dedication, study, poverty, and service to others — qualities which prepared him for life as an artist. He co-founded the Center for Artistic Activism, was a senior fellow at New York’s Eyebeam Center for Art and Technology from 2006-2010, developed workshops for Creative Capital Foundation, and is a faculty member at the School of the Museum of Fine Arts, Boston. Steve is a perpetual autodidact with (if it matters) advanced degrees from a reputable art school and well-respected state university. He dropped out of high school in 1993.",,1
Zack,Malitz,"Zack Malitz, a New Yorker, thinks that fossil fuels belong underground.",,1
Nancy,Mancias,"Nancy L. Mancias is a campaign organizer for CODEPINK. An anti-war advocate, Mancias has been actively trying to bring the troops home from their overseas misadventures. She has also been part of the movement against torture and a proponent of closing the prison in Guantánamo. She is a believer in accountability for war crimes. She alerts people around the country when war criminals will be speaking, encouraging them to try to make a citizen’s arrest or some ruckus. Like many in the anti-war movement, Mancias views her work against drones as a natural extension of her peace efforts.",,1
Duncan,Meisel,"Duncan Meisel is a strategic troublemaker who lives in Brooklyn, where he conspires on how to respond to the impending end of the world. He is particularly interested in trying to stop the warming of the earth, ending the impoverishment of America by corporate power, and putting an end to the prison system as we know it. He is honored to have been a part of campaigns such as Tar Sands Action, US Uncut, The Other 98% and several different “Billionaires for X or Y” efforts. ",,1
Dave Oswald,Mitchell,"Dave Oswald Mitchell is a writer, editor and researcher camped out at the intersection of the economic and ecological crises. He edited the Canadian activist publication Briarpatch Magazine from 2005 to 2010, and his writing has been published in Rabble, Reality Sandwich, Rolling Thunder and Upping the Anti. His interests include brevity, tactical media and going elsewhere.",,1
Tracey,Mitchell,"Tracey Mitchell facilitates creative and courageous conversations for community organizations. Based in Saskatoon, Saskatchewan, Canada, Tracey uses engaging techniques to help groups establish and accomplish goals, build teams, develop leadership skills and make decisions together. Tracey is also a forum theater practitioner (aka a “joker”) and has developed plays with groups around issues of poverty and social justice. She is also a campaigner, zinester, organizer, reader and board game player. Tracey lives and works from her home in Saskatoon. For more about Tracey’s work, see www.facilitrace.com.",www.facilitrace.com,1
George,Monbiot,,,1
Brad,Newsham,"Brad Newsham is the author of two round-the-world travel memoirs (All the Right Places and Take Me With You). Since 1985 he has been a San Francisco taxicab driver, and is currently the owner/driver of Green Cab #914. His first human mural (one thousand people spelling out ""IMPEACH!"" in 100-foot lettering) was created on Ocean Beach in San Francisco, on January 6, 2007 — two days after San Francisco's Nancy Pelosi became Speaker of the US House of Representatives. More info at bradnewsham.com.",bradnewsham.com,1
Gaby,Pacheco,"Gaby Pacheco is an undocumented American and an immigrant rights leader from Miami, Florida. In 2010, she and three friends walked 1,500 miles to bring to light the plight of immigrants in this country, and to urge President Obama to stop the separations of families and deportations of DREAM (Development, Relief and Education for Alien Minors) Act eligible youth. This walk was dubbed the Trail of DREAMs. She currently leads a national project, Education not Deportation (END), to stop the deportation of DREAMers. Gaby is in the process of publishing two children’s books and aspires to be a musical therapist and work with people with mental disabilities.",trail2010.org,1
Mark,Read,"Mark Read is a filmmaker and professor of Media Studies at NYU, with a focus on video as a tactical tool in community organizing. In other incarnations, he has also been: a community gardens activist; a Union Square Park defender; a Critical Mass rider and organizer; a coordinator of large spectacles in public spaces such as subway train parties; and a core organizer and propagandist for Reclaim the Streets NYC.",,1
Patrick,Reinsborough,"Patrick Reinsborough is a strategist, organizer and creative provocateur with over twenty years of experience campaigning for peace, justice, indigenous rights and ecological sanity. Patrick has helped organize countless creative interventions, including mass direct actions that shut down the Seattle WTO meeting in 1999 and protested the U.S. invasion of Iraq in 2003. He is the author of numerous essays on social change theory and practice, including co-writing Re:Imagining Change (PM Press 2010). He is the co-founder of smartMeme, a movement support organization which harnesses the power of narrative for fundamental social change. He lives with his family in the San Francisco Bay area. More at www.smartMeme.org",www.smartmeme.org,1
Joshua Kahn,Russell,"Joshua Kahn Russell is an organizer and strategist serving movements for social justice and ecological balance. He is an action coordinator, facilitator & trainer with the Ruckus Society, and has trained thousands of activists. Joshua has written numerous movement strategy essays, chapters for several books, and a few organizing manuals, most recently Organizing Cools the Planet: Tools and Reflections to Navigate the Climate Crisis, with Hilary Moore (PM Press 2011). He has helped win campaigns against banks, oil companies, logging corporations, and coal barons; worked with a wide variety of groups in a breadth of arenas, from local resiliency projects, to national coalitions, to the United Nations Climate Negotiations.",www.praxismakesperfect.org,1
Leonidas Martin,Saura,"Leónidas Martín Saura is a professor at Barcelona University where he teaches New Media and Political Art. For many years, he has been developing collective projects between art and activism, some of them well known internationally (Las Agencias, Yomango, Prêt à Revolter, New Kids on the Black Block...). He writes about art and politics for blogs, journals and newspapers, has created several documentaries and movies for television and internet, and is a member of the cultural collective Enmedio (www.enmedio.info). Last but not least, he is an expert at telling jokes, often using this divine gift to get free beers and avoid police arrest.",www.enmedio.info,1
Levana,Saxon,"Levana Saxon is an organizer and educator with Practicing Freedom, using participatory action research, popular education and Theater of the Oppressed to generate collaborative community-led change. Over the last seventeen years she has trained and facilitated thousands of children, youth and adults. Some of the groups she has worked with include the Paulo Freire Institute, Rainforest Action Network, Center for Political Education, Ella Baker Center for Human Rights, Youth In Focus, El Teatro Campesino and multiple Oakland Public Schools. She currently co-coordinates the Ruckus Society’s Arts Core and facilitates trainings and dialogues with the White Noise Collective (www.conspireforchange.org), which she co-founded. She can be found at www.practicingfreedom.org",www.practicingfreedom.org,1
Maxine,Schoefer-Wulf,"Maxine Schoefer-Wulf recently moved eastward, from the CA Bay Area to NYC, in search of adventure and a more rugged climate. In her studies, she focused on art, critical pedagogy, and women’s studies and worked closely with the UCLA Art|Global Health Center to bring arts-based sexual health education to L.A. high schools. She has taught self-defense to youth in Oakland, literacy to children in L.A., and English to tots in Rodenäs, rural northern Germany. She is a firm believer in art that sparks laughs and conversation and leaves a mark. ",,1
Nathan,Schneider,"Nathan Schneider is an editor of Waging Nonviolence, a blog about nonviolent conflict and militarism, as well as of Killing the Buddha, an online literary magazine about religion and culture. He has written for Harper’s, The New York Times, The Nation, The Catholic Worker, the Boston Review, The Guardian, Religion Dispatches, and elsewhere. Most recently, he covered Occupy Wall Street from the early planning stages, and is finishing a book for University of California Press about the search for proof of the existence of God, past and present. His website is www.therowboat.com.",www.therowboat.com,1
Kristen Ess,Schurr,Kristen Ess Schurr took her first professional journalism job as a rock critic in Seattle. She moved on to be Palestine Bureau Chief for KPFA’s Flashpoints and also corresponded for several Pacifica affiliates while running the English department of the Palestine News Network in the West Bank and Gaza Strip. Her writing has been translated into seven languages and can be found in independent journals and the anthology Live From Palestine. She is now residing in Los Angeles and working on CODEPINK’s Stolen Beauty (www.stolenbeauty.org) and Boycott SodaStream campaigns (www.codepink.org/boycottsodastream). ,,1
John,Sellers,"John Sellers is co-founder of The Other 98%, a founding partner of Agit-Pop Communications, and president of the Ruckus Society. John worked for Greenpeace in the early 90s before leaving to help start Ruckus. He has had the great fortune to be integrally involved in powerful peaceful actions all over the world: from the high seas with the Rainbow Warrior to the streets of Seattle in the uprising against the WTO. He works from home on Vashon island in the Puget Sound where he and wife Genevieve unschool their seven-year-old twins Sam and Hazel. Check him out at Agit-Pop.com.",agit-pop.com,1
Rajni,Shah,"Rajni Shah is an artist working in performance and live art. Whether online, in a public space or in a theater, her work aims to open up new spaces for conversation and the meeting of diverse voices. From 2006-2010, she conducted a three-year inquiry into the relationship between gift and conversation in public spaces called small gifts. From 2005-2012 she produced a trilogy of large-scale performances (Mr. Quiver, Dinner with America and Glorious) addressing the complexities of cultural identity in the 21st century. If you’d like to know more, please visit www.rajnishah.com.",www.rajnishah.com,1
Matt,Skomarovsky,Matthew Skomarovsky is optimistic and googleable.,,1
Andrew,Slack,"Andrew Slack is creator, co-founder, and executive director of the Harry Potter Alliance (HPA). Andrew was a founding partner, performer, and writer in a traveling comedy group where he produced three videos that have been seen more than eleven million times. Andrew has presented his theory of social change, cultural acupuncture, at TEDx in Rome, NPR's Morning Edition, Australia's Today Show, and is being studied at the University of Southern California. He has written for the LA Times, CNN.com, Huffington Post, and In These Times. Check out more at http://thehpalliance.org",http://thehpalliance.org,1
Phillip,Smith,"Phillip Smith is a digital publishing consultant, online advocacy specialist, and strategic convener.",,1
Jonathan Matthew,Smucker,"Jonathan Matthew Smucker is a long-time participant and organizer in grassroots movements for social justice, economic equality, ecological sanity, and human rights — especially within the global justice movement and the anti-war movement. He has trained thousands of activists in campaign strategy, messaging, direct action, and other people-powered frameworks and skills. He is co-founder and director of Beyond the Choir, a strategy and training organization. On October 12, 2011, Smucker went to Occupy Wall Street, where — as Beautiful Trouble goes to print — he remains, working primarily with the press and movement building working groups. For more of his writing: http://beyondthechoir.org",http://beyondthechoir.org,1
,Starhawk,"Starhawk is an author, activist, permaculture designer, and one of the foremost voices in earth-based spirituality. Her twelve books include The Spiral Dance, The Fifth Sacred Thing, and The Earth Path, and her first picture book for children, The Last Wild Witch. She has lived and worked collectively for thirty years, and her book on group dynamics is just out: The Empowerment Manual: A Guide for Collaborative Groups. She directs and teaches Earth Activist Trainings, www.earthactivisttraining.org, which combine a permaculture design certificate course with a grounding in spirit and a focus on organizing and activism. Her website is www.starhawk.org.",www.starhawk.org,1
Eric,Stoner,"Eric Stoner is an adjunct professor at St. Peter’s College and an editor at Waging Nonviolence, a blog that covers nonviolent action around the world. His articles have appeared in The Guardian, Mother Jones, The Nation, Sojourners, In These Times and the Pittsburgh Post-Gazette, among other publications. He is on the national board of the War Resisters League and can be found at ericstoner.net. ",ericstoner.net,1
Virginia,Vitzthum,"Virginia Vitzthum has written for the Village Voice, Ms., the Washington City Paper, Elle, Time Out New York and was a columnist for salon.com and for washingtonpost.com. She's also written two books, including I Love You, Let's Meet, a screenplay, and a play and edited many publications. She was recently dramaturg/actor/songwriter for Pedagogy of the Oppressed: The Musical! — an original production by Falconworks theater in Red Hook, Brooklyn: http://www.redhooktheater.org/ . She currently edits Represent, a national magazine written by and for youth in foster care: http://www.representmag.org/. Her website is virginiavitzthum.com.",virginiavitzthum.com,1
Harsha,Walia,"Harsha Walia is a South Asian activist, facilitator, writer and legal researcher based in Vancouver, occupied Indigenous Coast Salish territories. She has been active in (unpaid) community-based grassroots migrant justice, feminist, anti-racist, Indigenous solidarity, anti-capitalist, Palestinian liberation, and anti-imperialist movements for over a decade. She works with women in Vancouver’s Downtown Eastside, the poorest neighbourhood in Canada. Her writings have appeared in a number of newspapers, anthologies and academic journals, and she recently co-created a short film on poverty and violence against women. Harsha believes in overgrowing the logic of the state. You can find her at https://twitter.com/#!/HarshaWalia",https://twitter.com/#!/HarshaWalia,1
Jefferey,Webber,"Jeffery R. Webber teaches politics at Queen Mary, University of London. He is the author of Red October: Left-Indigenous Struggles in Modern Bolivia (Brill), and From Rebellion to Reform in Bolivia: Class Struggle, Indigenous Liberation and the Politics of Evo Morales (Haymarket, 2011). He is a socialist activist in London and sits on the editorial boards of Historical Materialism, Latin American Perspectives, and Capitalism, Nature, Socialism.",,1
,Coalition of Immokalee Workers,"The Coalition of Immokalee Workers is a community-based farmworker organization headquartered in Immokalee, Florida. The CIW’s Campaign for Fair Food identifies the links between the brutal farm labor conditions in the fields and the multi-billion dollar retail food brands that buy the produce grown in those fields. By mobilizing farmworkers and consumers, the campaign seeks to enlist the resources of retail food giants to improve farmworker wages and to harness their demand to reward growers who respect their workers’ rights. This ongoing effort is bringing about considerable industry-wide change and improving conditions at tens of thousands of harvesting jobs in Florida’s tomato fields.",www.ciw-online.org,1
Brooke,Singer,"Brooke Singer creates platforms for local knowledge to connect, inform and conflict with official data descriptions. She works across media and disciplines, engaging technoscience as an artist, educator, nonspecialist and collaborator. Her work lives on- and offline in the form of websites, workshops, photographs, maps, installations and performances that involve public participation in pursuit of social change. She is associate professor of new media at Purchase College, State University of New York, fellow at Eyebeam Art + Technology Center, and co-founder of the art, technology and activist group Preemptive Media. For more visit www.bsing.net.",bsing.net,1
Matt,Meyer,"Matt Meyer is a long-time leader of the War Resisters League and a founder of the anti-imperialist collective Resistance in Brooklyn (RnB). His solidarity and writing includes co-authorship with Pan-African pacifist Bill Sutherland of Guns and Gandhi in Africa, of which Archbishop Tutu commented: “Sutherland and Meyer have begun to develop a language which looks at the roots of our humanness.” Meyer’s work in education includes a ten-year stint as Multicultural Coordinator for NYC’s Alternative High Schools, and work on the Board of the Peace and Justice Studies Association. He can be reached at mmmsrnb@igc.org.",,1
Kevin,Buckland,"Kevin Buckland is an artist, artivist organizer and the ""Arts Ambassador"" for the grassroots global network 350.org. He has worked with the International Youth Climate Network to promote creative communication and beauty in the call for climate justice across the globe. Harkening on the call to ""make this movement as beautiful as the planet we are fighting to save,” he employs comedy, tragedy, farce, satire and a great deal of cardboard in his attempts to end empire and globalize justice. Videos, writings and participatory projects can be seen at www.ctrlartshift.org ",www.ctrlartshift.org ,1
Brian,Fairbanks,"Brian Fairbanks began his professional journalism career at the age of fifteen as a staff writer for The Hartford Courant. After serving as an assistant/librarian to Dr. Stephen Ambrose and Douglas Brinkley, and working on the collected letters of Hunter S. Thompson and the journals of Jack Kerouac, he became an activist with Billionaires For Bush and local grassroots campaigns in New York City. After several years in the Nixon-esque political wilderness, he ended up where most of society’s outcasts do: in television. You can haunt him on Twitter.",https://twitter.com/#!/BrianFair,1
